system_number,oxford_part_id,call_numbers,library_code,,,,titles_non_placeholder
990053147980205171,,ENA NS 79.818.3,JTS,,,,
990053148050205171,,ENA NS 79.821.2,JTS,,,,
990053148070205171,,ENA NS 79.821.3,JTS,,,,
990053148130205171,,ENA NS 79.823.2,JTS,,,,
990053148250205171,,ENA NS 79.828.2,JTS,,,,
990053148350205171,,ENA NS 79.832.2,JTS,,,,
990053148370205171,,ENA NS 79.832.3,JTS,,,,
990053148390205171,,ENA NS 79.832.4,JTS,,,,
990053148470205171,,ENA NS 79.836,JTS,,,,
990053148490205171,,ENA NS 79.837,JTS,,,,
990053148510205171,,ENA NS 79.838.1,JTS,,,,
990053148530205171,,ENA NS 79.838.2,JTS,,,,
990053148590205171,,ENA NS 79.841,JTS,,,,
990053148620205171,,ENA NS 79.843.1,JTS,,,,
990053148640205171,,ENA NS 79.843.2,JTS,,,,
990053148660205171,,ENA NS 79.844,JTS,,,,
990053148720205171,,ENA NS 79.846.2,JTS,,,,
990053148740205171,,ENA NS 79.847,JTS,,,,
990053148760205171,,ENA NS 79.848,JTS,,,,
990053148930205171,,ENA NS 79.856.2,JTS,,,,
990053148990205171,,ENA NS 79.858.2,JTS,,,,
990053149010205171,,ENA NS 79.859,JTS,,,,
990053149030205171,,ENA NS 79.860,JTS,,,,
990053149050205171,,ENA NS 79.861,JTS,,,,
990053149090205171,,ENA NS 79.862.2,JTS,,,,
990053149110205171,,ENA NS 79.863.1,JTS,,,,
990053149130205171,,ENA NS 79.863.2,JTS,,,,
990053149150205171,,ENA NS 79.863.3,JTS,,,,
990053149190205171,,ENA NS 79.865,JTS,,,,
990053149330205171,,ENA NS 79.871.2,JTS,,,,
990053149390205171,,ENA NS 79.873.2,JTS,,,,
990053149410205171,,ENA NS 79.873.3,JTS,,,,
990053149450205171,,ENA NS 79.874.2,JTS,,,,
990053149550205171,,ENA NS 79.878.2,JTS,,,,
990053149610205171,,ENA NS 79.880.2,JTS,,,,
990053149630205171,,ENA NS 79.880.3,JTS,,,,
990053149650205171,,ENA NS 79.880.4,JTS,,,,
990053149690205171,,ENA NS 79.881.2,JTS,,,,
990053149790205171,,ENA NS 79.885.2,JTS,,,,
990053149810205171,,ENA NS 79.885.3,JTS,,,,
990053149820205171,,ENA 2161.38,JTS,,,,
990053149830205171,,ENA NS 79.885.4,JTS,,,,
990053149910205171,,ENA NS 79.888.2,JTS,,,,
990053149920205171,,ENA NS 79.888.3,JTS,,,,
990053149930205171,,ENA NS 79.888.4,JTS,,,,
990053149950205171,,ENA NS 79.888.5,JTS,,,,
990053149970205171,,ENA NS 79.888.6,JTS,,,,
990053150030205171,,ENA NS 79.891,JTS,,,,
990053150070205171,,ENA NS 79.893,JTS,,,,
990053150110205171,,ENA NS 79.894.2,JTS,,,,
990053150130205171,,ENA NS 79.894.3,JTS,,,,
990053150150205171,,ENA NS 79.894.4,JTS,,,,
990053150190205171,,ENA NS 79.895.2,JTS,,,,
990053150330205171,,ENA NS 79.901.2,JTS,,,,
990053150370205171,,ENA NS 79.904,JTS,,,,
990053150410205171,,ENA NS 79.907.2,JTS,,,,
990053150420205171,,ENA NS 79.908,JTS,,,,
990053150460205171,,ENA NS 79.912,JTS,,,,
990053150510205171,,ENA NS 79.916.2,JTS,,,,
990053150520205171,,ENA NS 79.916.3,JTS,,,,
990053150540205171,,ENA NS 79.918,JTS,,,,
990053150570205171,,ENA NS 79.921,JTS,,,,
990053150630205171,,ENA NS 79.927,JTS,,,,
990053150650205171,,ENA NS 79.928.2,JTS,,,,
990053150740205171,,ENA NS 79.933,JTS,,,,
990053150780205171,,ENA NS 79.935,JTS,,,,
990053150880205171,,ENA NS 79.939.2,JTS,,,,
990053150900205171,,ENA NS 79.939.3,JTS,,,,
990053150920205171,,ENA NS 79.939.4,JTS,,,,
990053150940205171,,ENA NS 79.939.5,JTS,,,,
990053150960205171,,ENA NS 79.939.6,JTS,,,,
990053151000205171,,ENA NS 79.940.2,JTS,,,,
990053151020205171,,ENA NS 79.940.3,JTS,,,,
990053151100205171,,ENA NS 79.944,JTS,,,,
990053151160205171,,ENA NS 79.947,JTS,,,,
990053151200205171,,ENA NS 79.948.2,JTS,,,,
990053151240205171,,ENA NS 79.950.1,JTS,,,,
990053151260205171,,ENA NS 79.950.2,JTS,,,,
990053151360205171,,ENA NS 79.954.2,JTS,,,,
990053151380205171,,ENA NS 79.954.3,JTS,,,,
990053151400205171,,ENA NS 79.954.4,JTS,,,,
990053151460205171,,ENA NS 79.956.2,JTS,,,,
990053151520205171,,ENA NS 79.958.2,JTS,,,,
990053151540205171,,ENA NS 79.959,JTS,,,,
990053151580205171,,ENA NS 79.961,JTS,,,,
990053151590205171,,ENA 2167.17,JTS,,,,
990053151620205171,,ENA NS 79.962.2,JTS,,,,
990053151640205171,,ENA NS 79.963,JTS,,,,
990053151680205171,,ENA NS 79.964.2,JTS,,,,
990053151720205171,,ENA NS 79.965.2,JTS,,,,
990053151730205171,,ENA 2168.7,JTS,,,,
990053151740205171,,ENA NS 79.965.3,JTS,,,,
990053151850205171,,ENA 2168.13,JTS,,,,
990053151860205171,,ENA NS 79.970.2,JTS,,,,
990053151870205171,,ENA 2168.14,JTS,,,,
990053151880205171,,ENA NS 79.971,JTS,,,,
990053151900205171,,ENA NS 79.972,JTS,,,,
990053152000205171,,ENA NS 79.977,JTS,,,,
990053152020205171,,ENA NS 79.978,JTS,,,,
990053152040205171,,ENA NS 79.979,JTS,,,,
990053152160205171,,ENA NS 79.985,JTS,,,,
990053152250205171,,ENA 2169.1,JTS,,,,
990053152260205171,,ENA NS 79.990,JTS,,,,
990053152360205171,,ENA NS 79.996,JTS,,,,
990053152400205171,,ENA NS 79.998,JTS,,,,
990053152440205171,,ENA NS 85.1491,JTS,,,,
990053152460205171,,ENA NS 85.1492,JTS,,,,
990053152480205171,,ENA NS 85.1493,JTS,,,,
990053152500205171,,ENA NS 85.1494,JTS,,,,
990053152520205171,,ENA NS 85.1495,JTS,,,,
990053152540205171,,ENA NS 85.1496,JTS,,,,
990053152560205171,,ENA NS 85.1497,JTS,,,,
990053152580205171,,ENA NS 85.1498.1,JTS,,,,
990053152600205171,,ENA NS 85.1498.2,JTS,,,,
990053152620205171,,ENA NS 85.1498.3,JTS,,,,
990053152640205171,,ENA NS 85.1499.1,JTS,,,,
990053152660205171,,ENA NS 85.1499.2,JTS,,,,
990053152680205171,,ENA NS 85.1499.3,JTS,,,,
990053152700205171,,ENA NS 85.1500,JTS,,,,
990053152740205171,,ENA NS 85.1502,JTS,,,,
990053152760205171,,ENA NS 85.1503.1,JTS,,,,
990053152780205171,,ENA NS 85.1503.2,JTS,,,,
990053152790205171,,ENA NS 85.1504.1,JTS,,,,
990053152810205171,,ENA NS 85.1504.2,JTS,,,,
990053152830205171,,ENA NS 85.1504.3,JTS,,,,
990053152850205171,,ENA NS 85.1504.4,JTS,,,,
990053152870205171,,ENA NS 85.1504.5,JTS,,,,
990053152890205171,,ENA NS 85.1505,JTS,,,,
990053152910205171,,ENA NS 85.1506,JTS,,,,
990053152920205171,,ENA 2170.22,JTS,,,,
990053152930205171,,ENA NS 85.1507,JTS,,,,
990053152950205171,,ENA NS 85.1508.1,JTS,,,,
990053152970205171,,ENA NS 85.1508.2,JTS,,,,
990053152990205171,,ENA NS 85.1509,JTS,,,,
990053153000205171,,ENA 2170.26,JTS,,,,
990053153790205171,,ENA 2174.29,JTS,,,,
990053154260205171,,ENA 2177.31,JTS,,,,
990053154270205171,,ENA 2177.32,JTS,,,,
990053154680205171,,ENA 2182.1,JTS,,,,משנה [טקסט]
990053154690205171,,ENA 2182.2,JTS,,,,משנה [טקסט]
990053154700205171,,ENA 2182.3,JTS,,,,משנה [טקסט]
990053154710205171,,ENA 2182.4,JTS,,,,משנה [טקסט]
990053154720205171,,ENA 2182.5,JTS,,,,משנה [טקסט]
990053154730205171,,ENA 2182.6,JTS,,,,משנה [טקסט]
990053154740205171,,ENA 2182.7,JTS,,,,משנה [טקסט]
990053154750205171,,ENA 2182.8,JTS,,,,משנה [טקסט]
990053154760205171,,ENA 2182.9,JTS,,,,משנה [טקסט]
990053154770205171,,ENA 2182.10,JTS,,,,משנה [טקסט]
990053154780205171,,ENA 2182.11,JTS,,,,משנה [טקסט]
990053154790205171,,ENA 2182.12,JTS,,,,משנה [טקסט]
990053154800205171,,ENA 2182.13,JTS,,,,משנה [טקסט]
990053154810205171,,ENA 2182.14,JTS,,,,משנה [טקסט]
990053154820205171,,ENA 2182.15,JTS,,,,משנה [טקסט]
990053154830205171,,ENA 2182.16,JTS,,,,משנה [טקסט]
990053154840205171,,ENA 2182.17,JTS,,,,משנה [טקסט]
990053154850205171,,ENA 2182.18,JTS,,,,משנה [טקסט]
990053154860205171,,ENA 2182.19,JTS,,,,משנה [טקסט]
990053155430205171,,ENA 2193.1,JTS,,,,משנה [טקסט]
990053155870205171,,ENA 2197.8,JTS,,,,
990053155940205171,,ENA 2198.7,JTS,,,,
990053155970205171,,ENA 2199.1,JTS,,,,
990053155980205171,,ENA 2199.2,JTS,,,,
990053155990205171,,ENA 2199.3,JTS,,,,
990053156000205171,,ENA 2199.4,JTS,,,,
990053156010205171,,ENA 2199.5,JTS,,,,
990053156020205171,,ENA 2199.6,JTS,,,,
990053156030205171,,ENA 2199.7,JTS,,,,
990053156040205171,,ENA 2199.8,JTS,,,,
990053156050205171,,ENA 2199.9,JTS,,,,
990053156060205171,,ENA 2199.10,JTS,,,,
990053156120205171,,ENA 2202.6,JTS,,,,
990053156140205171,,ENA 2204.1,JTS,,,,
990053156150205171,,ENA 2204.2,JTS,,,,
990053156160205171,,ENA 2204.3,JTS,,,,
990053156170205171,,ENA 2204.4,JTS,,,,
990053156180205171,,ENA 2204.5,JTS,,,,
990053156190205171,,ENA 2204.6,JTS,,,,
990053156200205171,,ENA 2204.7,JTS,,,,
990053156210205171,,ENA 2204.8,JTS,,,,
990053156410205171,,ENA 2207.1,JTS,,,,זוהר
990053156430205171,,ENA 2207.3,JTS,,,,זוהר
990053156440205171,,ENA 2207.4,JTS,,,,זוהר
990053156760205171,,ENA 2211.5,JTS,,,,
990053156990205171,,ENA 2219.5,JTS,,,,
990053157120205171,,ENA 2219.18,JTS,,,,
990053157180205171,,ENA 2219.24,JTS,,,,
990053157210205171,,ENA 2219.27,JTS,,,,
990053158070205171,,ENA 2225.1,JTS,,,,
990053158510205171,,ENA 2230.1,JTS,,,,
990053158660205171,,ENA 2231.1,JTS,,,,
990053158700205171,,ENA 2232.1,JTS,,,,
990053158710205171,,ENA 2232.2,JTS,,,,
990053158720205171,,ENA 2232.3,JTS,,,,
990053158730205171,,ENA 2232.4,JTS,,,,
990053158740205171,,ENA 2232.5,JTS,,,,
990053158750205171,,ENA 2232.6,JTS,,,,
990053158760205171,,ENA 2232.7,JTS,,,,
990053158770205171,,ENA 2232.8,JTS,,,,
990053158780205171,,ENA 2232.9,JTS,,,,
990053158790205171,,ENA 2232.10,JTS,,,,
990053158800205171,,ENA 2232.11,JTS,,,,
990053158810205171,,ENA 2232.12,JTS,,,,
990053158820205171,,ENA 2232.13,JTS,,,,
990053158830205171,,ENA 2235.1,JTS,,,,
990053158850205171,,ENA 2235.3,JTS,,,,
990053158860205171,,ENA 2235.4,JTS,,,,
990053158950205171,,ENA 2236.1,JTS,,,,משנה [טקסט]
990053158970205171,,ENA 2236.5,JTS,,,,משנה [טקסט]
990053158980205171,,ENA 2236.6,JTS,,,,משנה [טקסט]
990053159210205171,,ENA 2312.1,JTS,,,,
990053159440205171,,ENA 2322.3,JTS,,,,
990053159460205171,,ENA 2322.5,JTS,,,,
990053159470205171,,ENA 2322.6,JTS,,,,
990053159540205171,,ENA 2322.13,JTS,,,,
990053159560205171,,ENA 2322.15,JTS,,,,
990053160070205171,,ENA 2330.20,JTS,,,,
990053160310205171,,ENA 2339.15,JTS,,,,
990053160320205171,,ENA 2339.16,JTS,,,,
990053160330205171,,ENA 2342.1,JTS,,,,
990053160340205171,,ENA 2342.2,JTS,,,,
990053160350205171,,ENA 2342.3,JTS,,,,
990053160360205171,,ENA 2342.4,JTS,,,,
990053160370205171,,ENA 2342.5,JTS,,,,
990053160380205171,,ENA 2342.6,JTS,,,,
990053160620205171,,ENA 2351.1,JTS,,,,פירוש אבן עזרא למקרא
990053160630205171,,ENA 2351.2,JTS,,,,פירוש אבן עזרא למקרא
990053160640205171,,ENA 2351.3,JTS,,,,פירוש אבן עזרא למקרא
990053160650205171,,ENA 2351.4,JTS,,,,פירוש אבן עזרא למקרא
990053160660205171,,ENA 2351.5,JTS,,,,פירוש אבן עזרא למקרא
990053160670205171,,ENA 2351.6,JTS,,,,פירוש אבן עזרא למקרא
990053160680205171,,ENA 2351.7,JTS,,,,פירוש אבן עזרא למקרא
990053160690205171,,ENA 2351.9,JTS,,,,פירוש אבן עזרא למקרא
990053160700205171,,ENA 2351.10,JTS,,,,פירוש אבן עזרא למקרא
990053160710205171,,ENA 2351.11,JTS,,,,פירוש אבן עזרא למקרא
990053160720205171,,ENA 2351.12,JTS,,,,
990053160980205171,,ENA 2361.1,JTS,,,,
990053160990205171,,ENA 2361.2,JTS,,,,
990053161000205171,,ENA 2361.3,JTS,,,,
990053161010205171,,ENA 2361.4,JTS,,,,
990053161020205171,,ENA 2361.5,JTS,,,,
990053161030205171,,ENA 2361.6,JTS,,,,
990053161040205171,,ENA 2361.7,JTS,,,,
990053161050205171,,ENA 2361.8,JTS,,,,
990053161220205171,,ENA 2365.21,JTS,,,,זוהר
990053161330205171,,ENA 2365.38,JTS,,,,
990053161740205171,,ENA 2369.5,JTS,,,,
990053161760205171,,ENA 2371.2,JTS,,,,משנה [טקסט]
990053161820205171,,ENA 2371.8,JTS,,,,משנה [טקסט]
990053161910205171,,ENA 2371.17,JTS,,,,משנה [טקסט]
990053162000205171,,ENA 2373.4,JTS,,,,
990053162250205171,,ENA 2385.7,JTS,,,,
990053162850205171,,ENA 2386.10,JTS,,,,
990053163050205171,,ENA 2397.4,JTS,,,,משנה [טקסט]
990053163110205171,,ENA 2397.10,JTS,,,,משנה [טקסט]
990053163580205171,,ENA 2415.1,JTS,,,,זוהר
990053164040205171,,ENA 2420.1,JTS,,,,
990053164060205171,,ENA 2420.3,JTS,,,,
990053164070205171,,ENA 2420.4,JTS,,,,
990053165020205171,,ENA 2429.1,JTS,,,,
990053165030205171,,ENA 2429.2,JTS,,,,
990053165040205171,,ENA 2429.3,JTS,,,,
990053165050205171,,ENA 2429.4,JTS,,,,
990053165060205171,,ENA 2429.5,JTS,,,,
990053165070205171,,ENA 2429.6,JTS,,,,
990053165080205171,,ENA 2429.7,JTS,,,,
990053165090205171,,ENA 2429.8,JTS,,,,
990053165100205171,,ENA 2429.9,JTS,,,,
990053165110205171,,ENA 2429.10,JTS,,,,
990053165120205171,,ENA 2429.11,JTS,,,,
990053165130205171,,ENA 2429.12,JTS,,,,
990053165140205171,,ENA 2429.13,JTS,,,,
990053165150205171,,ENA 2429.14,JTS,,,,
990053165160205171,,ENA 2429.15,JTS,,,,
990053165170205171,,ENA 2429.16,JTS,,,,
990053165180205171,,ENA 2429.17,JTS,,,,
990053165190205171,,ENA 2429.18,JTS,,,,
990053165200205171,,ENA 2429.19,JTS,,,,
990053165210205171,,ENA 2429.20,JTS,,,,
990053165220205171,,ENA 2429.21,JTS,,,,
990053165230205171,,ENA 2429.22,JTS,,,,
990053165240205171,,ENA 2429.23,JTS,,,,
990053165250205171,,ENA 2429.24,JTS,,,,
990053165260205171,,ENA 2429.25,JTS,,,,
990053165270205171,,ENA 2429.26,JTS,,,,
990053165280205171,,ENA 2429.27,JTS,,,,
990053165290205171,,ENA 2429.28,JTS,,,,
990053165300205171,,ENA 2429.29,JTS,,,,
990053165310205171,,ENA 2429.30,JTS,,,,
990053165320205171,,ENA 2429.31,JTS,,,,
990053165330205171,,ENA 2429.32,JTS,,,,
990053165340205171,,ENA 2429.33,JTS,,,,
990053165350205171,,ENA 2429.34,JTS,,,,
990053165360205171,,ENA 2429.35,JTS,,,,
990053165370205171,,ENA 2429.36,JTS,,,,
990053165380205171,,ENA 2429.37,JTS,,,,
990053165390205171,,ENA 2429.38,JTS,,,,
990053165400205171,,ENA 2429.39,JTS,,,,
990053165410205171,,ENA 2429.40,JTS,,,,
990053165420205171,,ENA 2429.41,JTS,,,,
990053165430205171,,ENA 2429.42,JTS,,,,
990053165440205171,,ENA 2429.43,JTS,,,,
990053165450205171,,ENA 2429.44,JTS,,,,
990053165460205171,,ENA 2429.45,JTS,,,,
990053165470205171,,ENA 2429.46,JTS,,,,
990053165480205171,,ENA 2429.47,JTS,,,,
990053165490205171,,ENA 2429.48,JTS,,,,
990053165500205171,,ENA 2429.49,JTS,,,,
990053165510205171,,ENA 2429.50,JTS,,,,
990053165520205171,,ENA 2429.51,JTS,,,,
990053165530205171,,ENA 2429.52,JTS,,,,
990053165540205171,,ENA 2429.53,JTS,,,,
990053165550205171,,ENA 2429.54,JTS,,,,
990053165560205171,,ENA 2429.55,JTS,,,,
990053165570205171,,ENA 2429.56,JTS,,,,
990053165580205171,,ENA 2429.57,JTS,,,,
990053165590205171,,ENA 2429.58,JTS,,,,
990053165600205171,,ENA 2429.59,JTS,,,,
990053165610205171,,ENA 2429.60,JTS,,,,
990053165620205171,,ENA 2429.61,JTS,,,,
990053165630205171,,ENA 2429.62,JTS,,,,
990053165640205171,,ENA 2429.63,JTS,,,,
990053165650205171,,ENA 2429.64,JTS,,,,
990053165660205171,,ENA 2429.65,JTS,,,,
990053165670205171,,ENA 2429.66,JTS,,,,
990053165680205171,,ENA 2429.67,JTS,,,,
990053165690205171,,ENA 2429.68,JTS,,,,
990053165700205171,,ENA 2429.69,JTS,,,,
990053165710205171,,ENA 2429.70,JTS,,,,
990053165720205171,,ENA 2429.71,JTS,,,,
990053165730205171,,ENA 2429.72,JTS,,,,
990053165740205171,,ENA 2429.73,JTS,,,,
990053165750205171,,ENA 2429.74,JTS,,,,
990053166090205171,,ENA 2435.4,JTS,,,,מקרא [טקסט]
990053166110205171,,ENA 2437.1,JTS,,,,
990053166480205171,,ENA 2440.8,JTS,,,,
990053166550205171,,ENA 2442.7,JTS,,,,
990053166560205171,,ENA 2443.1,JTS,,,,
990053166570205171,,ENA 2443.2,JTS,,,,
990053166580205171,,ENA 2443.3,JTS,,,,
990053166590205171,,ENA 2443.4,JTS,,,,
990053166600205171,,ENA 2443.5,JTS,,,,
990053166610205171,,ENA 2443.6,JTS,,,,
990053166620205171,,ENA 2444.1,JTS,,,,
990053166630205171,,ENA 2444.2,JTS,,,,
990053166640205171,,ENA 2444.3,JTS,,,,
990053166650205171,,ENA 2444.4,JTS,,,,
990053166660205171,,ENA 2444.5,JTS,,,,
990053166670205171,,ENA 2444.6,JTS,,,,
990053166680205171,,ENA 2444.7,JTS,,,,
990053166690205171,,ENA 2444.8,JTS,,,,
990053166700205171,,ENA 2444.9,JTS,,,,
990053166710205171,,ENA 2444.10,JTS,,,,
990053166720205171,,ENA 2444.11,JTS,,,,
990053166730205171,,ENA 2444.12,JTS,,,,
990053166740205171,,ENA 2444.13,JTS,,,,
990053166750205171,,ENA 2444.14,JTS,,,,
990053167710205171,,ENA 2450.1,JTS,,,,
990053167720205171,,ENA 2450.2,JTS,,,,
990053167730205171,,ENA 2450.3,JTS,,,,
990053167740205171,,ENA 2450.4,JTS,,,,
990053167750205171,,ENA 2450.5,JTS,,,,
990053167760205171,,ENA 2450.6,JTS,,,,
990053167770205171,,ENA 2450.7,JTS,,,,
990053167780205171,,ENA 2450.8,JTS,,,,
990053167790205171,,ENA 2450.9,JTS,,,,
990053167800205171,,ENA 2450.10,JTS,,,,
990053167810205171,,ENA 2450.11,JTS,,,,
990053167820205171,,ENA 2450.12,JTS,,,,
990053167830205171,,ENA 2450.13,JTS,,,,
990053167840205171,,ENA 2450.14,JTS,,,,
990053167850205171,,ENA 2450.15,JTS,,,,
990053167860205171,,ENA 2450.16,JTS,,,,
990053167870205171,,ENA 2450.17,JTS,,,,
990053167880205171,,ENA 2450.18,JTS,,,,
990053167890205171,,ENA 2450.19,JTS,,,,
990053167900205171,,ENA 2450.20,JTS,,,,
990053167910205171,,ENA 2450.21,JTS,,,,
990053167920205171,,ENA 2450.22,JTS,,,,
990053167930205171,,ENA 2450.23,JTS,,,,
990053167940205171,,ENA 2450.24,JTS,,,,
990053167950205171,,ENA 2450.25,JTS,,,,
990053167960205171,,ENA 2450.26,JTS,,,,
990053167970205171,,ENA 2450.27,JTS,,,,
990053167980205171,,ENA 2450.28,JTS,,,,
990053167990205171,,ENA 2450.29,JTS,,,,
990053168000205171,,ENA 2450.30,JTS,,,,
990053168010205171,,ENA 2450.31,JTS,,,,
990053168020205171,,ENA 2450.32,JTS,,,,
990053168030205171,,ENA 2450.33,JTS,,,,
990053168040205171,,ENA 2450.34,JTS,,,,
990053168050205171,,ENA 2450.35,JTS,,,,
990053168060205171,,ENA 2450.36,JTS,,,,
990053168070205171,,ENA 2450.37,JTS,,,,
990053168080205171,,ENA 2450.38,JTS,,,,
990053168090205171,,ENA 2450.39,JTS,,,,
990053168100205171,,ENA 2450.40,JTS,,,,
990053168110205171,,ENA 2450.41,JTS,,,,
990053168120205171,,ENA 2450.42,JTS,,,,
990053168130205171,,ENA 2450.43,JTS,,,,
990053168140205171,,ENA 2450.44,JTS,,,,
990053168150205171,,ENA 2450.45,JTS,,,,
990053168160205171,,ENA 2450.46,JTS,,,,
990053168170205171,,ENA 2450.47,JTS,,,,
990053168180205171,,ENA 2450.48,JTS,,,,
990053168190205171,,ENA 2450.49,JTS,,,,
990053168200205171,,ENA 2450.50,JTS,,,,
990053168210205171,,ENA 2450.51,JTS,,,,
990053168530205171,,ENA 2457.1,JTS,,,,
990053168540205171,,ENA 2457.2,JTS,,,,
990053168550205171,,ENA 2457.3,JTS,,,,
990053168560205171,,ENA 2457.4,JTS,,,,
990053168570205171,,ENA 2457.5,JTS,,,,
990053168580205171,,ENA 2457.6,JTS,,,,
990053168590205171,,ENA 2457.7,JTS,,,,
990053168600205171,,ENA 2457.8,JTS,,,,
990053168610205171,,ENA 2457.9,JTS,,,,
990053168620205171,,ENA 2457.10,JTS,,,,
990053168630205171,,ENA 2457.11,JTS,,,,
990053168640205171,,ENA 2457.12,JTS,,,,
990053168650205171,,ENA 2457.13,JTS,,,,
990053168660205171,,ENA 2457.14,JTS,,,,
990053168670205171,,ENA 2457.15,JTS,,,,
990053168680205171,,ENA 2459.1,JTS,,,,
990053168710205171,,ENA 2459.4,JTS,,,,
990053168740205171,,ENA 2459.7,JTS,,,,
990053168840205171,,ENA 2459.17,JTS,,,,
990053168860205171,,ENA 2459.19,JTS,,,,
990053168870205171,,ENA 2459.20,JTS,,,,
990053168890205171,,ENA 2459.22,JTS,,,,
990053168920205171,,ENA 2459.25,JTS,,,,
990053168930205171,,ENA 2459.26,JTS,,,,
990053169130205171,,ENA 2461.21,JTS,,,,
990053169520205171,,ENA 2462.13,JTS,,,,
990053169530205171,,ENA 2462.14,JTS,,,,
990053169550205171,,ENA 2462.16,JTS,,,,
990053169920205171,,ENA 2462.56,JTS,,,,
990053169960205171,,ENA 2462.60,JTS,,,,
990053170350205171,,ENA 2464.40,JTS,,,,
990053170660205171,,ENA 2465.12,JTS,,,,
990053170980205171,,ENA 2465.44,JTS,,,,
990053171800205171,,ENA 2481.3,JTS,,,,
990053171810205171,,ENA 2481.4,JTS,,,,
990053171850205171,,ENA 2481.8,JTS,,,,
990053171970205171,,ENA 2481.20,JTS,,,,
990053171980205171,,ENA 2481.21,JTS,,,,
990053172000205171,,ENA 2481.23,JTS,,,,
990053172010205171,,ENA 2481.24,JTS,,,,
990053172090205171,,ENA 2484.1,JTS,,,,
990053172370205171,,ENA 2488.2,JTS,,,,
990053172380205171,,ENA 2488.3,JTS,,,,
990053172410205171,,ENA 2488.6,JTS,,,,
990053172430205171,,ENA 2488.8,JTS,,,,
990053172650205171,,ENA 2499.1,JTS,,,,
990053172660205171,,ENA 2499.2,JTS,,,,
990053172670205171,,ENA 2499.3,JTS,,,,
990053172680205171,,ENA 2499.4,JTS,,,,
990053172690205171,,ENA 2499.5,JTS,,,,
990053172700205171,,ENA 2500.1,JTS,,,,
990053172710205171,,ENA 2500.2,JTS,,,,
990053172720205171,,ENA 2500.3,JTS,,,,
990053172730205171,,ENA 2500.4,JTS,,,,
990053172740205171,,ENA 2500.5,JTS,,,,
990053172750205171,,ENA 2500.6,JTS,,,,
990053172760205171,,ENA 2500.7,JTS,,,,
990053172820205171,,ENA 2511.1,JTS,,,,
990053172830205171,,ENA 2511.2,JTS,,,,
990053172840205171,,ENA 2511.3,JTS,,,,
990053172850205171,,ENA 2512.2,JTS,,,,
990053172970205171,,ENA 2526.2V,JTS,,,,
990053172990205171,,ENA 2526.3V,JTS,,,,
990053173010205171,,ENA 2526.4V,JTS,,,,
990053173030205171,,ENA 2526.5V,JTS,,,,
990053173260205171,,ENA 2549.1,JTS,,,,משנה [טקסט]
990053173270205171,,ENA 2549.2,JTS,,,,משנה [טקסט]
990053173280205171,,ENA 2550.2,JTS,,,,משנה [טקסט]
990053173370205171,,ENA 2556.5,JTS,,,,
990053173380205171,,ENA 2556.6,JTS,,,,
990053173420205171,,ENA 2556.10,JTS,,,,
990053173570205171,,ENA 2558.6,JTS,,,,
990053173580205171,,ENA 2558.8,JTS,,,,
990053174070205171,,ENA 2560.7,JTS,,,,
990053174130205171,,ENA 2568.1,JTS,,,,
990053174140205171,,ENA 2568.2,JTS,,,,
990053174150205171,,ENA 2568.3,JTS,,,,
990053174160205171,,ENA 2568.4,JTS,,,,
990053174170205171,,ENA 2568.5,JTS,,,,
990053174180205171,,ENA 2568.6,JTS,,,,
990053174190205171,,ENA 2568.7,JTS,,,,
990053174200205171,,ENA 2569.5,JTS,,,,
990053174210205171,,ENA 2569.6,JTS,,,,
990053174220205171,,ENA 2569.7,JTS,,,,
990053174230205171,,ENA 2569.8,JTS,,,,
990053174240205171,,ENA 2569.9,JTS,,,,
990053174250205171,,ENA 2569.10,JTS,,,,
990053174260205171,,ENA 2569.11,JTS,,,,
990053174270205171,,ENA 2569.12,JTS,,,,
990053174280205171,,ENA 2569.13,JTS,,,,
990053174290205171,,ENA 2569.14,JTS,,,,
990053174650205171,,ENA 2572.14,JTS,,,,
990053174670205171,,ENA 2572.16b,JTS,,,,מדרשים בסגנון תנחומא
990053174680205171,,ENA 2572.17b,JTS,,,,משנה [טקסט]
990053174800205171,,ENA 2573.5,JTS,,,,משנה [טקסט]
990053174890205171,,ENA 2576.1,JTS,,,,
990053174900205171,,ENA 2576.2,JTS,,,,
990053174910205171,,ENA 2576.3,JTS,,,,
990053174920205171,,ENA 2576.4,JTS,,,,
990053174930205171,,ENA 2576.5,JTS,,,,
990053174940205171,,ENA 2576.6,JTS,,,,
990053174950205171,,ENA 2576.7,JTS,,,,
990053174960205171,,ENA 2576.8,JTS,,,,
990053174970205171,,ENA 2576.9,JTS,,,,
990053174980205171,,ENA 2576.10,JTS,,,,
990053175490205171,,ENA 2584.1,JTS,,,,
990053175500205171,,ENA 2584.2,JTS,,,,
990053175510205171,,ENA 2584.3,JTS,,,,
990053175520205171,,ENA 2584.4,JTS,,,,
990053175530205171,,ENA 2584.5,JTS,,,,
990053175540205171,,ENA 2584.6,JTS,,,,
990053175550205171,,ENA 2584.7,JTS,,,,
990053175560205171,,ENA 2584.8,JTS,,,,
990053175570205171,,ENA 2585.1,JTS,,,,
990053175590205171,,ENA 2585.3,JTS,,,,
990053175690205171,,ENA 2585.15,JTS,,,,
990053175990205171,,ENA 2585.51,JTS,,,,משנה [טקסט]
990053176020205171,,ENA 2585.58,JTS,,,,
